I got onion and green peppers for toppings and it was basically like raw when I bit into it,0
I did n't even finish eating it,2
The fries were just store bought frozen fries baked in the oven,0
Very blah,1
I would never order from here again and I 'm not even a picky eater,0
This used to be a GREAT pizza place,2
all natural and organic ... .NO LONGER ORGANIC OR NATURAL,0
They are under new management/ownership and it is a disaster,0
I called in an order last night,1
the guy asked for my address at least 3 times and then started talking to someone else instead of listening to me,0
so I had to keep starting over,1
After about 45 minutes I get a call from a guy asking me if I ordered pizza,1
I said yes I ordered two,1
He asked me for my address because the original guy who asked me for my address several times got the street wrong,1
I told this guy and he said he would be right here,1
When he arrived he asked me how I heard about this place and I told him we have ordered from here several times,1
His response was wow,1
I never delivered here before,1
The pizza 's did not look like the picture on the front page here,0
the ingredients were all over the box,1
Now I find out they are NO LONGER using Natural & Organic ingredients,0
Last time we will EVER order from this place,0
I can not say they are even like all the rest now,0
they are worse,0
Sad to see the original owner gone,0
she ran a classy place,2
cared about the customers and tried to make sure everyone had an enjoyable experience,2
I 'm not usually one to write reviews but this was necessary,1
We had decided to order High Roller for delivery from the good reviews,1
Upon receiving our order,1
noticed that the driver was careless and half of the ingredients were on one side of the pizza,1
To top it off,1
the entire large pie was UNCUT,0
How do you even manage to forget that,0
If you 're concerned about a timely delivery,1
at least pay attention to your quality and how you pack the pizza into the car as well,0
Went in and grabbed the `` snake eyes '' pizza today,1
Best pepperoni I 've ever had,2
Super cool place,2
I 'll be back to see Anthony and Sherri again,2
great costumer service,2
Another thing that stands out from most pizza places is all of the organic toppings and ingredients,2
And you can taste and feel the difference,1
If you 're looking for some quality pizza head over to High Roller,2
Estaba de vacaciones en Las Vegas Nevada,1
yo vivo en San Francisco ca,1
cansada de caminar buscamos una pizza ya que teníamos ambre,1
nos contesto un Sr. nos tomo nuestra información y dijo que nos llamaría,1
y jamás nos llamo y la pizza nunca llego,1
por lo menos hubiera dicho que no la mandaría,1
para pedirla a otra pizzería,1
Sunday July 12th we ordered a large pepperoni,1
artichoke,1
mushroom pizza 1/2 basil 1/2 jalapeño,1
however,1
when the pizza was delivered at Worldmark by Wyndham S Las Vegas Blvd we received a large pepperoni,1
We immediately contacted the restaurant back and was told by Hunter that he was going to contact the driver,1
We waited 20 minutes and called back to find that our pizza was being remade because of the error,1
That was at 10:30,1
We knew that you closed at 11:00,1
but,1
thought that in good faith we could get our pizza,2
When it was n't delivered by 11:00 we called back and of course the shop was closed,1
We paid $ 45 cash for a large 4 topping pizza and received a 1 topping pizza,1
We waited to get a pizza,1
never received it and had to eat a cold pizza,0
This is an unfortunate event and it 's even more unfortunate that you have employees working for the company that are n't true to their word and do n't care about customer service,0
I 'm giving a 1 star rating due to the customer service,0
I Ca n't comment on the pizza due to it being cold and not what we ordered,0
Very low quality pizza and ingredients,0
The crust is too thin,0
and it makes the pizza turn cold minutes after opening it,0
Just overall low quality,0
cheap food,0
Really good prices tho,2
I would not recommend,0
I love pizza but not theirs ... which is too bad because it 's very close to my house,0
The sauce was mediocre,1
at best,2
and somehow they managed to burn the crust,0
I wo n't be returning,0
Under new management not the same place Food took a while to get here,0
had to repeat my self a lot with the guy over the phone he was n't listening Pizza is n't the way it was described on coupon online,0
Menu on yelp is old owners they do n't have the same items,0
The 45 minute drive was well worth it,2
The food was f-ing amazing,2
the guys are f-ing hilarious,2
