tasty thin crust pizzas were consumed very quickly,2
Would go back if Im ever in Vegas again,2
Now this is some good pizza,2
The fact that its organic and free range products is just a plus,2
The staff was super friendly and even made us a custom heart-shaped pizza pie for Valentine 's,2
The price was a bit up there but you absolutely get what you pay for ... And that 's quality,2
Happy Valentine 's day and thanx again High Roller Pizza for completing our special request,2
you 're the best,2
Yummy & tasty pizzas,2
Good prices and quality ingredients,2
Definitely would come her again,2
Under new ownership,1
This is the worst pizza I 've ever had,0
Disgusting,0
I 'm eating ramen noodles for dinner now,1
$ 40 for one pizza and 12 wings,1
Do not eat here,0
It is not as good as it was,0
We found this place on Yelp and they boast Organic Free Range Pizza,1
They make a thin crust which in itself is amazing however if you desire gluten free they have that as well,2
We ordered the High Roller which comes with a selection of meats & fresh veggies,1
We ordered it to go as they have limited seating inside & looks more like a pick up & go place,1
They do not serve any alcohol so if you like beer or something else with your pizza,1
this is the better option,2
The pizza was amazing,2
you could see the freshness of all the veggies while they were preparing the pizza,2
the sauce is house made which is one of the best sauces I have had in a long time,2
They also have a variety of subs & sandwiches,2
While we were there waiting for the pizza we saw the roasted tomatoes being prepared & cooked as well as the Philly Cheese Steak,1
All I have to say is if that is how they normally prepare the Philly,1
I found a new favorite place,2
Not just because it looked amazing going into the oven but it is Grass Fed Beef which makes this over the top,2
Some things I would like to try here,2
the wings which they were out of & the website shows that today,1
no wings or pulled pork,1
When you are going for quality & you are not willing to sacrifice your reputation to make money,2
this will happen & this place earns my HIGHEST recommendation for that & that alone,2
I would also like to try the Philly and the Meatball sub sometime,2
This is a good place & is close to home,2
so I will be calling in orders & bringing them home,2
They have great hours as well which makes them a great choice,2
You will not find a pizza place like this that refuses to sacrifice their values,2
I do not know the owner or anyone who works there personally,1
but they have my VOTE ... If you have not tried this place,2
seek them out & try them ...,2
Ordered a large pizza for delivery and I specifically asked for easy sauce and chicken and mushrooms on one side only where I was staying at the Cancun resort they only brought the pizza to the lobby and then had the lobby call and request to have me or my husband come down to pick up the pizza instead of them delivering it to the room when we receive the pizza the pizza was not as we ordered it was very dry heavy sauce and mushroom and chicken all over the pizza we called the guy explained to us that he would replace the pizza with the pizza that we had ordered in the first place half cheese and half chicken and mushroom so we received a call to my cell phone from the delivery guy who stated that he was about toDrive into the parking lot and for us to meet him in the parking lot to pick up the pizza that was replaced that weird just ordered yet again,0
needless to say I will never order from here again,0
Thank you for the great pizza and customer service we had a great pizza party with our family visiting and toped it off with a great wine to go with your gluten free pizza once again u guys out did urself thanks again from ur favorite customer at one Las Vegas Steven and Paula thanks u guys rock,2
I thought the ingredients were supposed to be top quality,1
and maybe they are,1
but they had no flavor,0
I had a tasteless gluten free veggie,0
The prices are almost doubled that of Pizza Hut,0
only thing is that Pizza Hut has more flavor,2
My family and I are passing through Vegas and found this place,1
We were hoping to sit down and relax but it 's more of a take out type of place,1
We were about to leave and the owner ran out and gave us a menu,1
